plate_id,observer_id,date,concentration,cv
Missing,BJD,2009-04-01,44.91,NA
C.LTGrid.2008.5,BJD,2009-04-11,25.985,NA
C.LTGrid.2008.11,BJD,2009-04-11,38.18,NA
C.2011.57,BJD,2011-06-01,18.737,NA
C.LTGrid.2008.9,BJD,2009-04-09,133.544,NA
C.LTGrid.2008.5,BJD,2009-04-11,11.582,NA
C.2011.57,BJD,2011-06-01,36.902,8.3
C.LTGrid.2008.4,BJD,2009-04-05,6.563,NA
C.LTGrid.2008.7,BJD,2009-04-11,13.467,NA
C.LTGrid.2008.mixed,BJD,2009-04-01,37.719,NA
C.LTGrid.2008.8,BJD,2009-04-09,36.055,NA
C.LTGrid.2008.Field.HighCVs2,BJD,2009-04-13,8.927,NA
37e.LTGrid.2008.6,BJD,2009-03-31,64.463,NA
C.LTGrid.2008.8,BJD,2009-04-09,24.614,NA
C.2011.57,BJD,2011-06-01,27.909,25.5
C.LTGrid.2008.5,BJD,2009-04-11,30.205,NA
C.LTGrid.2008.11,BJD,2009-04-11,27.078,NA
C.LTGrid.2008.9,BJD,2009-04-09,72.556,NA
C.2011.2,BJD,2011-05-15,40.73,5
C.2011.39,BJD,2011-05-29,18.946,9
C.LTGrid.2008.5,BJD,2009-04-11,52.051,NA
C.LTGrid.2008.7,BJD,2009-04-11,81.101,NA
C.LTGrid.2008.5,BJD,2009-04-11,21.966,NA
C.LTGrid.2008.8,BJD,2009-04-09,100.532,NA
C.2011.56,BJD,2011-06-01,9.261,3.5
C.LTGrid.2008.5,BJD,2009-04-11,17.573,NA
C.LTGrid.2008.8,BJD,2009-04-09,61.268,NA
C.LTGrid.2008.9,BJD,2009-04-09,42.016,NA
C.LTGrid.2008.4,BJD,2009-04-05,54.223,NA
C.LTGrid.2008.mixed,BJD,2009-04-01,51.754,NA
C.LTGrid.2008.9,BJD,2009-04-09,41.557,NA
C.LTGrid.2008.7,BJD,2009-04-11,57.969,NA
C.LTGrid.2008.11,BJD,2009-04-11,30.01,NA
C.LTGrid.2008.9,BJD,2009-04-09,46.437,NA
C.LTGrid.2008.7,BJD,2009-04-11,23.537,NA
C.LTGrid.2008.Field.HighCVs2,BJD,2009-04-13,17.828,NA
C.LTGrid.2008.7,BJD,2009-04-11,26.775,NA
C.LTGrid.2008.7,BJD,2009-04-11,71.622,NA
C.LTGrid.2008.11,BJD,2009-04-11,53.568,NA
C.2011.2,BJD,2011-05-15,14.888,18.4
C.LTGrid.2008.Field.HighCVs2,BJD,2009-04-13,19.576,NA
C.LTGrid.2008.Field.HighCVs2,BJD,2009-04-13,11.314,NA
C.LTGrid.2008.8,BJD,2009-04-09,34.095,NA
C.LTGrid.2008.3,BJD,2009-04-05,31.74,NA
C.2011.56,BJD,2011-06-01,28.417,0.7
C.LTGrid.2008.11,BJD,2009-04-11,151.822,NA
C.2011.57,BJD,2011-06-01,28.302,12.9
C.2011.52,BJD,2011-05-31,16.384,6.1
C.LTGrid.2008.7,BJD,2009-04-11,40.239,NA
C.2011.2,BJD,2011-05-15,10.876,9.6
C.2011.7,BJD,2011-05-22,19.573,18.3
C.LTGrid.2008.9,BJD,2009-04-09,22.675,NA
C.LTGrid.2008.12,BJD,2009-04-13,5.519,NA
C.LTGrid.2008.12,BJD,2009-04-13,54.267,NA
C.LTGrid.2008.7,BJD,2009-04-11,41.124,NA
C.LTGrid.2008.9,BJD,2009-04-09,27.792,NA
C.LTGrid.2008.4,BJD,2009-04-05,39.364,NA
C.LTGrid.2008.9,BJD,2009-04-09,47.925,NA
C.LTGrid.2008.12,BJD,2009-04-13,4.784,NA
C.2011.7,BJD,2011-05-22,13.566,8.6
C.LTGrid.2008.mixed,BJD,2009-04-01,31.357,NA
C.2011.56,BJD,2011-06-01,52.813,9.3
C.2011.56,BJD,2011-06-01,39.747,7.4
C.2011.56,BJD,2011-06-01,50.093,0.1
C.LTGrid.2008.9,BJD,2009-04-09,12.721,NA
C.LTGrid.2008.7,BJD,2009-04-11,16.469,NA
C.LTGrid.2008.11,BJD,2009-04-11,15.507,NA
C.LTGrid.2008.7,BJD,2009-04-11,15.63,NA
C.LTGrid.2008.8,BJD,2009-04-09,19.481,NA
C.LTGrid.2008.11,BJD,2009-04-11,64.727,NA
C.LTGrid.2008.11,BJD,2009-04-11,17.896,NA
C.LTGrid.2008.mixed,BJD,2009-04-01,6.282,NA
C.LTGrid.2008.7,BJD,2009-04-01,15.429,NA
C.2011.56,BJD,2011-06-01,28.833,5.5
C.LTGrid.2008.8,BJD,2009-04-09,15.109,NA
C.2011.57,BJD,2011-06-01,20.058,NA
C.LTGrid.2008.4,BJD,2009-04-05,6.957,NA
C.2011.56,BJD,2011-06-01,6.577,4.3
C.LTGrid.2008.4,BJD,2009-04-05,8.63,NA
C.2011.2,BJD,2011-05-15,8.186,NA
C.LTGrid.2008.5,BJD,2009-04-11,37.883,NA
C.LTGrid.2008.12,BJD,2009-04-13,27.236,NA
C.2011.57,BJD,2011-06-01,5.759,25.2
C.LTGrid.2008.7,BJD,2009-04-11,41.786,NA
C.LTGrid.2008.9,BJD,2009-04-09,48.214,NA
C.LTGrid.2008.12,BJD,2009-04-13,35.313,NA
C.2011.56,BJD,2011-06-01,27.872,5.1
C.2011.57,BJD,2011-06-01,19.719,NA
C.2011.2,BJD,2011-05-15,26.171,9.9
C.LTGrid.2008.8,BJD,2009-04-09,42.397,NA
C.2011.57,BJD,2011-06-01,9.613,5
C.LTGrid.2008.7,BJD,2009-04-11,37.819,NA
37e.LTGrid.2008.6,BJD,2009-03-31,101.212,NA
C.LTGrid.2008.4,BJD,2009-04-05,35.433,NA
C.LTGrid.2008.5,BJD,2009-04-11,32.591,NA
C.LTGrid.2008.5,BJD,2009-04-11,34.73,NA
C.2011.56,BJD,2011-06-01,13.252,12.9
C.2011.7,BJD,2011-05-22,30.655,15.2
C.2011.57,BJD,2011-06-01,44.015,NA
C.LTGrid.2008.4,BJD,2009-04-05,82.613,NA
C.LTGrid.2008.5,BJD,2009-04-11,35.93,NA
C.2011.2,BJD,2011-05-15,22.392,2.7
C.LTGrid.2008.7,BJD,2009-04-11,40.63,NA
37e.LTGrid.2008.6,BJD,2009-03-31,276.538,NA
C.LTGrid.2008.9,BJD,2009-04-09,26.788,NA
C.LTGrid.2008.8,BJD,2009-04-09,36.313,NA
C.2011.57,BJD,2011-06-01,11.015,1.7
C.2011.56,BJD,2011-06-01,14.866,NA
C.LTGrid.2008.8,BJD,2009-04-09,21.75,NA
C.LTGrid.2008.9,BJD,2009-04-09,42.258,NA
C.LTGrid.2008.12,BJD,2009-04-13,10.851,NA
C.LTGrid.2008.8,BJD,2009-04-09,32.847,NA
C.LTGrid.2008.9,BJD,2009-04-09,9.949,NA
C.LTGrid.2008.9,BJD,2009-04-09,98.39,NA
C.2011.7,BJD,2011-05-22,10.759,2.8
C.LTGrid.2008.9,BJD,2009-04-09,23.007,NA
C.2011.56,BJD,2011-06-01,19.57,12.7
C.LTGrid.2008.12,BJD,2009-04-13,3.894,NA
C.2011.2,BJD,2011-05-15,15.67,9
C.LTGrid.2008.10,BJD,2009-04-11,41.184,NA
C.LTGrid.2008.7,BJD,2009-04-11,18.066,NA
C.LTGrid.2008.8,BJD,2009-04-09,47.496,NA
C.LTGrid.2008.5,BJD,2009-04-11,16.394,NA
C.2011.57,BJD,2011-06-01,18.028,10.4
C.LTGrid.2008.11,BJD,2009-04-11,63.382,NA
C.LTGrid.2008.11,BJD,2009-04-11,68.179,NA
C.LTGrid.2008.7,BJD,2009-04-11,31.02,NA
C.LTGrid.2008.7,BJD,2009-04-11,43.087,NA
C.LTGrid.2008.11,BJD,2009-04-11,39.71,NA
C.LTGrid.2008.11,BJD,2009-04-11,40.923,NA
C.LTGrid.2008.3,BJD,2009-04-05,73.22,NA
C.LTGrid.2008.4,BJD,2009-04-05,17.394,NA
C.2011.2,BJD,2011-05-15,14.911,5.4
C.2011.56,BJD,2011-06-01,35.038,8.6
C.2011.56,BJD,2011-06-01,25.276,NA
C.LTGrid.2008.8,BJD,2009-04-09,62.686,NA
C.LTGrid.2008.7,BJD,2009-04-11,40.725,NA
C.2011.57,BJD,2011-06-01,16.595,31.4
C.LTGrid.2008.11,BJD,2009-04-11,56.289,NA
C.LTGrid.2008.mixed,BJD,2009-04-01,35.006,NA
C.2011.56,BJD,2011-06-01,13.009,15.5
C.LTGrid.2008.9,BJD,2009-04-09,24.266,NA
C.LTGrid.2008.7,BJD,2009-04-11,49.175,NA
C.LTGrid.2008.5,BJD,2009-04-11,9.53,NA
C.LTGrid.2008.3,BJD,2009-04-05,12.658,NA
C.LTGrid.2008.8,BJD,2009-04-09,15.453,NA
C.LTGrid.2008.8,BJD,2009-04-09,15.453,NA
C.LTGrid.2008.8,BJD,2009-04-09,15.459,NA
C.LTGrid.2008.8,BJD,2009-04-09,26.829,NA
C.LTGrid.2008.5,BJD,2009-04-11,20.255,NA
C.LTGrid.2008.5,BJD,2009-04-11,11.781,NA
C.LTGrid.2008.5,BJD,2009-04-11,12.594,NA
10.20.15.P3,FVK,2015-10-20,18.375,7.845
11.22.15.P4,FVK,2015-11-22,28.863,7.626
11.24.15.P1,FVK,2015-11-24,16.099,6.018
11.20.15.P4,FVK,2015-11-20,9.038,6.225
11.22.15.P4,FVK,2015-11-22,7.038,2.714
11.3.15.P3,FVK,2015-11-03,12.924,26.914
11.3.15.P2,FVK,2015-11-03,43.947,NA
11.22.15.P4,FVK,2015-11-22,14.342,15.858
11.22.15.P2,FVK,2015-11-22,15.284,3.198
11.3.15.P2,FVK,2015-11-03,136.057,9.004
11.4.15.P1,FVK,2015-11-03,43.388,13.702
11.22.15.P4,FVK,2015-11-22,13.876,6.447
11.24.15.P3,FVK,2015-11-24,12.935,2.648
11.24.15.P2,FVK,2015-11-24,20.801,8.559
11.20.15.P5,FVK,2015-11-20,22.945,7.832
11.20.15.P5,FVK,2015-11-20,8.747,0.651
11.13.15.P1,FVK,2015-11-13,52.544,1.683
11.10.15.P4,FVK,2015-11-10,9.624,5.312
10.17.15.P2,FVK,2015-10-17,42.511,12.313
10.16.15.P3,FVK,2015-10-16,35.581,2.23
10.16.15.P3,FVK,2015-10-16,12.987,1.29
12.7.16.P2,FVK,2016-12-08,6.459,1.194
11.10.15.P4,FVK,2015-11-10,6.013,35.891
11.12.15.P2,FVK,2015-11-12,2.859,26.017
11.13.15.P3,FVK,2015-11-13,2.79,4.93
11.12.15.P2,FVK,2015-11-12,27.527,11.416
11.13.15.P4,FVK,2015-11-13,10.418,5.851
10.28.15.P3,FVK,2015-10-28,8.687,11.637
11.24.15.P2,FVK,2015-11-24,19.928,1.559
11.24.15.P2,FVK,2015-11-24,19.928,1.559
10.18.15.P1,FVK,2015-10-18,19.982,5.462
10.17.15.P1,FVK,2015-10-17,151.36,12.405
10.17.15.P2,FVK,2015-10-17,35.863,7.698
10.17.15.P2,FVK,2015-10-17,8.533,15.875
10.18.15.P3,FVK,2015-10-18,12.166,8.089
10.17.15.P1,FVK,2015-10-17,15.3,51.996
10.14.15.P2,FVK,2015-10-14,6.23,11.367
10.18.15.P1,FVK,2015-10-18,13.149,5.368
10.18.15.P3,FVK,2015-10-18,6.966,9.572
10.16.15.P3,FVK,2015-10-16,11.115,13.083
10.16.15.P2,FVK,2015-10-16,8.223,7.996
10.16.15.P1,FVK,2015-10-16,19.189,7.837
10.16.15.P2,FVK,2015-10-16,21.8,0.704
10.16.15.P3,FVK,2015-10-16,9.336,3.226
12.17.15.P3,FVK,2015-12-17,16.899,0.118
10.21.15.P3,FVK,2015-10-21,8.229,1.655
10.16.15.P3,FVK,2015-10-16,26.542,2.046
10.16.15.P3,FVK,2015-10-16,8.772,6.316
10.16.15.P2,FVK,2015-10-16,8.303,14.343
10.14.15.P3,FVK,2015-10-14,10.704,3.615
10.20.15.P2,FVK,2015-10-20,10.827,4.228
10.16.15.P3,FVK,2015-10-16,16.062,2.541
10.14.15.P3,FVK,2015-10-14,10.504,67.954
10.31.15.P3,FVK,2015-10-31,14.824,5.75
10.28.15.P2,FVK,2015-10-28,7.425,13.887
10.16.15.P1,FVK,2015-10-16,12.266,5.655
10.16.15.P1,FVK,2015-10-16,9.742,4.064
10.18.15.P2,FVK,2015-10-18,33.13,16.088
10.16.15.P2,FVK,2015-10-16,6.383,0.891
10.31.15.P3,FVK,2015-10-31,28.43,12.727
11.3.15.P2,FVK,2015-11-03,31.861,4.283
10.14.15.P3,FVK,2015-10-14,15.454,1.599
10.21.15.P3,FVK,2015-10-21,13.412,22.112
10.23.15.P3,FVK,2015-10-23,4.698,19.074
11.3.15.P2,FVK,2015-11-03,81.387,2.444
10.17.15.P1,FVK,2015-10-17,13.683,16.852
10.16.15.P3,FVK,2015-10-16,14.669,1.428
10.14.15.P3,FVK,2015-10-14,11.997,1.183
10.17.15.P2,FVK,2015-10-17,17.583,13.894
10.16.15.P3,FVK,2015-10-16,15.43,9.177
10.18.15.P2,FVK,2015-10-18,7.396,3.163
10.16.15.P2,FVK,2015-10-16,20.439,9.331
10.16.15.P1,FVK,2015-10-16,8.649,14.137
11.3.15.P2,FVK,2015-11-03,13.669,28.053
10.16.15.P1,FVK,2015-10-16,3.287,0.5
10.16.15.P2,FVK,2015-10-16,6.161,22.425
10.14.15.P2,FVK,2015-10-14,3.157,43.925
10.16.15.P3,FVK,2015-10-16,18.138,25.891
10.17.15.P1,FVK,2015-10-17,5.559,30.535
10.18.15.P1,FVK,2015-10-18,14.083,5.157
10.21.15.P3,FVK,2015-10-21,13.926,5.77
10.31.15.P3,FVK,2015-10-31,16.026,11.695
10.16.15.P3,FVK,2015-10-16,7.219,15.712
10.16.15.P2,FVK,2015-10-16,8.32,2.653
10.21.15.P3,FVK,2015-10-21,20.504,0.301
10.17.15.P1,FVK,2015-10-17,6.987,27.618
11.3.15.P2,FVK,2015-11-03,35.226,0.549
10.18.15.P3,FVK,2015-10-16,8.841,8.201
10.16.15.P1,FVK,2015-10-16,12.801,8.481
10.17.15.P2,FVK,2015-10-17,5.553,11.395
10.18.15.P3,FVK,2015-10-18,23.085,5.7
10.17.15.P1,FVK,2015-10-17,16.03,3.76
10.18.15.P1,FVK,2015-10-16,8.415,3.309
11.3.15.P1,FVK,2015-11-03,3.349,3.677
10.17.15.P1,FVK,2015-10-17,7.863,21.213
10.16.15.P3,FVK,2015-10-16,12.506,13.037
10.31.15.P3,FVK,2015-10-31,11.315,18.68
10.17.15.P2,FVK,2015-10-17,8.872,18.698
10.17.15.P1,FVK,2015-10-17,41.812,1.04
10.18.15.P2,FVK,2015-10-18,5.077,25.186
10.23.15.P2,FVK,2015-10-23,5.066,1.238
10.20.15.P2,FVK,2015-10-20,14.118,12.876
10.16.15.P1,FVK,2015-10-17,13.762,29.645
10.16.15.P1,FVK,2015-10-16,11.742,3.659
10.23.15.P2,FVK,2015-10-23,16.617,6.855
10.16.15.P3,FVK,2015-10-16,27.222,87.667
10.14.15.P1,FVK,2015-10-14,13.44,1.712
10.16.15.P3,FVK,NA,13.738,5.987
10.17.15.P2,FVK,2015-10-17,7.266,3.985
10.13.15.P2,FVK,2015-10-13,13.708,1.799
10.14.15.P3,FVK,2015-10-14,7.204,3.166
10.14.15.P1,FVK,2015-10-14,12.05,1.495
10.13.15.P2,FVK,2015-10-13,13.328,5.641
10.14.15.P1,FVK,2015-10-14,11.44,6.748
10.17.15.P2,FVK,2015-10-17,16.052,9.509
10.18.15.P2,FVK,2015-10-18,15.541,6.137
10.28.15.P2,FVK,2015-10-14,18.948,8
10.18.15.P1,FVK,2015-10-18,12.141,9.349
10.18.15.P1,FVK,2015-10-18,5.177,12.093
10.16.15.P1,FVK,2015-10-16,24.151,8.409
10.16.15.P2,FVK,2015-10-16,55.089,6.797
10.18.15.P2,FVK,2015-10-18,6.826,0
10.14.15.P1,FVK,2015-10-14,14.784,5.132
10.14.15.P1,FVK,2015-10-14,14.017,0.372
10.17.15.P1,FVK,2015-10-17,8.031,1.942
10.16.15.P1,FVK,2015-10-16,25.934,11.626
10.16.15.P1,FVK,2015-10-16,149.488,18.969
10.18.15.P1,FVK,2015-10-18,5.365,7.484
10.20.15.P2,FVK,2015-10-21,12.953,16.966
10.18.15.P1,FVK,2015-10-18,23.573,13.584
10.21.15.P1,FVK,2015-10-21,24.387,17.178
10.16.15.P1,FVK,2015-10-16,10.935,21.052
10.14.15.P2,FVK,2015-10-14,15.092,6.242
10.23.15.P2,FVK,2015-10-23,24.721,20.558
10.18.15.P2,FVK,2015-10-18,11.088,1.749
10.14.15.P1,FVK,2015-10-14,9.343,25.257
10.14.15.P1,FVK,2015-10-14,17.725,55.601
10.18.15.P1,FVK,2015-10-18,9.495,2.404
10.20.15.P2,FVK,2015-10-20,17.624,15.978
10.18.15.P2,FVK,2015-10-18,27.292,17.114
10.17.15.P1,FVK,2015-10-17,18.62,32.862
10.17.15.P1,FVK,2015-10-17,9.488,55.829
10.16.15.P2,FVK,2015-10-16,17.517,3.662
10.16.15.P1,FVK,2015-10-16,26.534,8.607
10.18.15.P1,FVK,2015-10-17,7.23,12.134
10.28.15.P2,FVK,2015-10-28,73.301,7.55
10.28.15.P2,FVK,2015-10-28,32.408,1.356
10.17.15.P1,FVK,2015-10-17,13.747,22.658
10.14.15.P1,FVK,2015-10-14,5.799,6.1
10.18.15.P1,FVK,2015-10-18,16.786,11.756
10.17.15.P2,FVK,2015-10-17,16.832,12.491
10.17.15.P2,FVK,2015-10-17,23.363,14.916
10.18.15.P1,FVK,2015-10-18,17.671,18.246
10.28.15.P1,FVK,2015-10-28,9.67,20.245
10.18.15.P2,FVK,2015-10-18,7.734,4.274
10.13.15.P2,FVK,2015-10-13,21.927,4.279
10.28.15.P1,FVK,2015-10-28,12.948,3.735
10.18.15.P2,FVK,2015-10-18,40.323,3.427
10.16.15.P3,FVK,2015-10-16,29.231,16.379
10.13.15.P2,FVK,2015-10-13,8.906,0.122
10.13.15.P2,FVK,2015-10-13,9.605,7.665
10.14.15.P3,FVK,2015-10-14,11.847,6.927
10.13.15.P2,FVK,2015-10-13,8.127,2.001
10.23.15.P3,FVK,2015-10-23,26.854,13.373
10.14.15.P1,FVK,2015-10-14,8.714,6.601
10.23.15.P3,FVK,2015-10-23,8.796,10.293
10.14.15.P2,FVK,2015-10-14,8.799,2.616
10.14.15.P2,FVK,2015-10-14,9.062,1.731
10.17.15.P2,FVK,2015-10-17,31.366,8.276
10.14.15.P2,FVK,2015-10-14,7.07,1.116
10.14.15.P2,FVK,2015-10-14,31.074,2.711
10.14.15.P3,FVK,2015-10-14,9.164,0.957
10.14.15.P3,FVK,2015-10-14,6.427,3.18
10.13.15.P2,FVK,2015-10-13,34.027,3.768
10.14.15.P1,FVK,2015-10-14,22.897,6.591
10.13.15.P2,FVK,2015-10-13,10.513,6.577
10.14.15.P1,FVK,2015-10-14,9.108,10.552
10.18.15.P1,FVK,2015-10-18,25.277,11.322
10.14.15.P1,FVK,2015-10-14,23.651,14.384
10.14.15.P2,FVK,2015-10-14,7.947,47.794
10.16.15.P1,FVK,2015-10-16,25.285,5.672
10.28.15.P1,FVK,2015-10-28,57.618,5.874
10.27.15.P2,FVK,2015-10-27,6.434,5.839
10.14.15.P1,FVK,2015-10-14,12.147,2.166
10.14.15.P2,FVK,2015-10-14,10.559,11.04
10.13.15.P2,FVK,2015-10-13,3.833,8.613
10.13.15.P2,FVK,2015-10-13,5.357,5.173
10.14.15.P2,FVK,2015-10-14,12.68,1.952
10.23.15.P3,FVK,2015-10-23,13.774,19.051
10.16.15.P2,FVK,2015-10-16,20.812,12.134
10.13.15.P2,FVK,2015-10-13,17.12,25.466
10.18.15.P1,FVK,2015-10-18,14.436,15.526
10.18.15.P2,FVK,2015-10-18,5.738,4.113
10.14.15.P2,FVK,2015-10-14,8.648,16.437
10.18.15.P2,FVK,2015-10-18,21.502,1.169
10.13.15.P2,FVK,2015-10-13,15.616,21.182
10.16.15.P2,FVK,2015-10-16,19.492,2.756
10.14.15.P1,FVK,2015-10-14,14.784,13.876
10.28.15.P2,FVK,2015-10-28,64.475,11.13
10.14.15.P3,FVK,2015-10-14,15.176,13.836
10.18.15.P1,FVK,2015-10-18,16.007,4.863
10.18.15.P2,FVK,2015-10-18,57.291,16.285
10.23.15.P3,FVK,2015-10-23,35.348,0.22
10.16.15.P1,FVK,2015-10-16,22.832,5.435
10.13.15.P2,FVK,2015-10-13,4.221,1.11
10.17.15.P2,FVK,2015-10-17,2.757,29.733
10.13.15.P2,FVK,2015-10-13,14.767,2.23
10.16.15.P2,FVK,2015-10-16,15.502,18.521
10.14.15.P3,FVK,2015-10-14,6.711,9.814
10.14.15.P1,FVK,2015-10-14,62.09,4.13
10.23.15.P3,FVK,2015-10-23,7.505,27.525
10.28.15.P4,FVK,2015-10-28,6.43,5.598
10.14.15.P1,FVK,2015-10-14,11.237,14.614
10.28.15.P3,FVK,2015-10-28,4.415,43.251
10.18.15.P3,FVK,2015-10-18,20.098,18.098
10.14.15.P2,FVK,2015-10-14,13.338,3.073
10.17.15.P1,FVK,2015-10-17,4.884,9.477
10.14.15.P2,FVK,2015-10-14,5.166,3.038
10.14.15.P1,FVK,2015-10-14,74.566,20.034
10.21.15.P3,FVK,2015-10-21,16.154,18.283
10.17.15.P2,FVK,2015-10-17,5.136,5.959
10.27.15.P1,FVK,2015-10-27,26.049,13.159
10.18.15.P1,FVK,2015-10-18,4.605,40.621
10.14.15.P2,FVK,2015-10-14,6.816,5.46
10.21.15.P1,FVK,2015-10-21,22,12.538
10.21.15.P3,FVK,2015-10-21,12.965,8.099
10.20.15.P2,FVK,2015-10-20,35.736,12.224
10.14.15.P2,FVK,2015-10-14,11.065,4.067
10.17.15.P1,FVK,2015-10-17,2.43,18.795
10.14.15.P3,FVK,2015-10-14,7.73,0.6
10.17.15.P1,FVK,2015-10-17,10.668,24.562
10.21.15.P3,FVK,2015-10-21,43.515,10.923
10.14.15.P3,FVK,2015-10-14,20.679,1.509
10.21.15.P3,FVK,2015-10-21,20.576,14.702
10.17.15.P2,FVK,2015-10-17,11.645,2.092
10.17.15.P1,FVK,2015-10-17,6.416,51.587
10.21.15.P3,FVK,2015-10-21,40.839,11.41
10.14.15.P1,FVK,2015-10-14,10.361,4.771
10.27.15.P1,FVK,2015-10-27,32.631,14.172
10.21.15.P2,FVK,2015-10-21,26.676,18.446
10.18.15.P2,FVK,2015-10-18,16.52,21.488
10.18.15.P1,FVK,2015-10-18,12.347,2.845
10.18.15.P1,FVK,2015-10-18,5.672,1.777
10.21.15.P3,FVK,2015-10-21,27.345,0.308
10.17.15.P1,FVK,2015-10-17,9.979,8.325
10.18.15.P1,FVK,2015-10-18,8.415,9.281
10.18.15.P2,FVK,2015-10-18,7.669,23.416
10.14.15.P2,FVK,2015-10-14,6.832,11.563
10.23.15.P3,FVK,2015-10-23,9.995,12.681
10.14.15.P1,FVK,2015-10-14,10.072,7.52
10.31.15.P3,FVK,2015-10-31,15.001,20.83
10.18.15.P1,FVK,2015-10-18,14.212,8.69
10.13.15.P2,FVK,2015-10-13,22.39,6.694
10.28.15.P1,FVK,2015-10-28,6.959,31.93
10.13.15.P2,FVK,2015-10-13,6.08,54.013
10.23.15.P3,FVK,2015-10-23,22.214,9.332
10.17.15.P1,FVK,2015-10-17,19.615,5.451
10.27.15.P1,FVK,2015-10-27,7.455,2.191
10.17.15.P2,FVK,2015-10-17,17.522,7.033
10.28.15.P1,FVK,2015-10-28,12.393,18.228
10.16.15.P1,FVK,2015-10-18,19.025,9.418
10.28.15.P4,FVK,2015-10-28,5.509,5.527
10.23.15.P2,FVK,2015-10-23,12.982,28.331
10.14.15.P1,FVK,2015-10-14,9.83,1.677
10.23.15.P3,FVK,2015-10-23,34.12,3.054
10.17.15.P2,FVK,2015-10-17,4.26,15.416
11.3.15.P2,FVK,2015-11-03,25.268,12.853
10.21.15.P3,FVK,2015-10-21,9.547,20.107
10.14.15.P1,FVK,2015-10-14,15.245,5.879
10.13.15.P2,FVK,2015-10-13,14.871,1.448
10.16.15.P2,FVK,2015-10-16,14.587,5.17
10.14.15.P2,FVK,2015-10-14,12.136,2.127
10.13.15.P2,FVK,2015-10-13,13.818,2.471
10.14.15.P3,FVK,2015-10-14,14.393,0.982
10.16.15.P1,FVK,2015-10-16,10.138,16.653
10.14.15.P1,FVK,2015-10-14,12.75,0.522
10.16.15.P1,FVK,2015-10-16,19.483,2.476
10.13.15.P2,FVK,2015-10-13,8.133,6.999
10.14.15.P3,FVK,2015-10-14,10.05,13.863
10.17.15.P2,FVK,2015-10-17,17.364,3.017
10.16.15.P3,FVK,2015-10-16,9.454,3.519
10.13.15.P2,FVK,2015-10-13,6.214,9.927
10.14.15.P2,FVK,2015-10-14,14.893,2.404
10.16.15.P1,FVK,2015-10-16,18.906,13.051
11.3.15.P1,FVK,2015-11-03,7.262,0.852
11.3.15.P2,FVK,2015-11-03,14.447,3.176
10.16.15.P2,FVK,2015-10-16,11.068,17.095
10.16.15.P2,FVK,2015-10-16,5.866,16.873
10.16.15.P2,FVK,2015-10-16,15.778,5.579
10.14.15.P3,FVK,2015-10-14,8.828,2.607
10.13.15.P2,FVK,2015-10-13,8.953,9.621
10.14.15.P3,FVK,2015-10-14,17.447,12.976
10.16.15.P2,FVK,2015-10-16,14.67,7.048
10.16.15.P2,FVK,2015-10-16,9.976,9.872
10.14.15.P1,FVK,2015-10-14,16.991,2.92
10.28.15.P3,FVK,2015-10-28,9.147,35.229
10.16.15.P2,FVK,2015-10-16,13.521,2.337
10.16.15.P3,FVK,2015-10-16,18.286,16.366
10.28.15.P3,FVK,2015-10-28,14.663,29.961
10.16.15.P1,FVK,2015-10-16,17.239,2.422
10.18.15.P1,FVK,2015-10-18,16.955,5.282
11.4.15.P1,FVK,2015-11-03,66.897,44.429
11.10.15.P2,FVK,2015-11-10,40.211,12.033
11.10.15.P1,FVK,2015-11-10,20.935,40.959
11.10.15.P1,FVK,2015-11-10,17.161,3.195
11.22.15.P5,FVK,2015-11-22,6.438,28.381
11.10.15.P2,FVK,2015-11-10,11.637,6.319
11.17.15.P2,FVK,2015-11-17,20.602,11.181
11.10.15.P1,FVK,2015-11-10,20.013,41.916
11.17.15.P2,FVK,2015-11-17,29.124,61.172
11.10.15.P2,FVK,2015-11-10,24.694,13.548
C.2011.16,FVK,2016-05-24,36.547,NA
11.26.15.P4,FVK,2015-11-26,66.363,3.879
11.20.15.P5,FVK,2015-11-20,98.006,12.377
11.20.15.P4,FVK,2015-11-20,13.613,6.469
11.20.15.P1,FVK,2015-11-20,4.053,17.819
11.20.15.P4,FVK,2015-11-20,8.067,14.026
11.24.15.P3,FVK,2015-11-24,18.106,8.13
11.20.15.P3,FVK,2015-11-20,21.57,6.976
11.20.15.P5,FVK,2015-11-20,6.608,0.661
11.20.15.P4,FVK,2015-11-20,14.193,1.005
11.24.15.P3,FVK,2015-11-24,11.22,25.564
11.24.15.P3,FVK,2015-11-24,39.255,3.795
11.20.15.P2,FVK,2015-11-20,9.725,25.36
11.24.15.P3,FVK,2015-11-24,24.012,0.952
11.20.15.P3,FVK,2015-11-20,14.953,5.741
11.20.15.P4,FVK,2015-11-20,7.205,5.157
11.20.15.P5,FVK,2015-11-20,12.235,25.102
11.24.15.P3,FVK,2015-11-24,8.245,18.541
11.20.15.P2,FVK,2015-11-20,10.137,1.466
11.20.15.P2,FVK,2015-11-20,4.605,49.305
11.20.15.P3,FVK,2015-11-20,4.944,19.162
11.20.15.P3,FVK,2015-11-20,5.637,1.432
11.20.15.P2,FVK,2015-11-20,24.084,0.139
11.24.15.P3,FVK,2015-11-24,8.257,4.942
11.20.15.P1,FVK,2015-11-20,5.884,2.1
11.24.15.P3,FVK,2015-11-24,4.094,21.423
