poop_id,extraction_date,extraction_observerID,extraction_volume,weigh_date,weigh_observerID,hair,contaminants,mass_g,extra,extractID
008.68,NA,NA,1000,2019-04-19,Erica Walker,TRUE,NA,0.05,NA,726
008.69,2018-06-01,Mark Castaneda,1000,2018-05-31,Mark Castaneda,FALSE,NA,0.05,TRUE,727
008.70,NA,NA,1000,2019-01-22,Odessa Fung,TRUE,NA,0.048,NA,728
008.71,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.052,TRUE,729
008.72,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,TRUE,bracts removed,0.036,FALSE,730
008.76,NA,NA,1000,2019-01-23,Odessa Fung,TRUE,NA,0.05,NA,731
008.77,NA,NA,1000,2018-11-02,Odessa Fung,FALSE,plant material removed,0.049,NA,732
008.78,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,733
008.84,NA,NA,1000,2019-02-19,Odessa Fung,FALSE,NA,0.05,NA,734
008.86,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.048,NA,735
008.89,2018-07-01,Mark Castaneda,1000,2018-06-20,Mark Castaneda,FALSE,NA,0.049,TRUE,736
008.97,NA,NA,1000,2018-11-13,Erica Walker,TRUE,NA,0.048,NA,737
009.10,NA,NA,1000,2019-02-26,Odessa Fung,TRUE,NA,0.052,NA,738
009.11,NA,NA,1000,2018-12-07,Erica Walker,TRUE,NA,0.05,NA,739
009.14,NA,NA,1000,2019-04-19,Erica Walker,TRUE,needles removed,0.051,NA,740
009.21,NA,NA,1000,2019-02-26,Odessa Fung,TRUE,NA,0.05,NA,741
009.39,NA,NA,1000,2018-11-27,Erica Walker,TRUE,NA,0.049,NA,742
009.40,NA,NA,1000,2019-03-27,Odessa Fung,FALSE,NA,0.05,NA,743
009.46,NA,NA,1000,2019-04-04,Erica Walker,TRUE,NA,0.05,NA,744
009.47,NA,NA,1000,2019-04-04,Erica Walker,FALSE,NA,0.051,NA,745
009.50,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,TRUE,NA,0.049,TRUE,746
009.51,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,FALSE,NA,0.052,TRUE,747
009.52,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.048,TRUE,748
009.54,NA,NA,1000,2019-02-19,Odessa Fung,FALSE,NA,0.05,NA,749
009.57,NA,NA,1000,2019-03-26,Erica Walker,TRUE,NA,0.052,NA,750
009.63,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.05,NA,751
009.73,NA,NA,1000,2019-01-23,Odessa Fung,FALSE,NA,0.049,NA,752
009.74,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.05,NA,753
009.76,NA,NA,1000,2019-04-19,Erica Walker,TRUE,tons of hair,0.05,NA,754
009.84,NA,NA,1000,2019-03-26,Erica Walker,TRUE,plant material removed,0.05,NA,755
009.87,NA,NA,1000,2019-01-16,Odessa Fung,TRUE,NA,0.049,NA,756
009.91,NA,NA,1000,2019-04-19,Erica Walker,TRUE,NA,0.05,NA,757
009.92,NA,NA,1000,2019-02-06,Odessa Fung,FALSE,NA,0.05,NA,758
010.02,NA,NA,1000,2018-11-08,Odessa Fung,TRUE,NA,0.049,NA,759
010.10,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.049,TRUE,760
010.16,NA,NA,1000,2019-01-16,Odessa Fung,TRUE,plant material removed,0.05,NA,761
010.27,NA,NA,1000,2018-11-29,Odessa Fung,FALSE,NA,0.052,NA,762
010.28,NA,NA,1000,2019-03-13,Odessa Fung,FALSE,NA,0.052,NA,763
010.30,NA,NA,1000,2019-02-05,Odessa Fung,TRUE,NA,0.05,NA,764
010.33,NA,NA,1000,2018-11-29,Odessa Fung,TRUE,NA,0.05,NA,765
010.36,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.05,NA,766
010.37,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.049,TRUE,767
010.43,NA,NA,1000,2019-04-19,Erica Walker,TRUE,"needle, tons of hair",0.05,NA,768
010.51,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,root removed,0.05,TRUE,769
010.53,NA,NA,1000,2018-11-16,Odessa Fung,TRUE,plant material removed,0.049,NA,770
010.60,NA,NA,1000,2018-11-02,Odessa Fung,TRUE,NA,0.051,NA,771
010.68,NA,NA,1000,2018-11-08,Odessa Fung,TRUE,plant material removed,0.051,NA,772
010.69,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.053,TRUE,773
010.70,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.049,TRUE,774
010.75,NA,NA,1000,2019-02-19,Odessa Fung,TRUE,NA,0.05,NA,775
010.76,NA,NA,1000,2019-01-15,Odessa Fung,FALSE,NA,0.05,NA,776
010.84,NA,NA,1000,2019-04-16,Erica Walker,TRUE,plant material removed,0.05,NA,777
010.85,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.05,TRUE,778
010.87,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.05,FALSE,779
010.89,NA,NA,1000,2018-11-13,Erica Walker,FALSE,needles removed,0.05,NA,780
010.95,2018-07-01,Mark Castaneda,1000,2018-06-19,Mark Castaneda,FALSE,bract and leaves removed,0.048,TRUE,781
11,NA,NA,1000,2019-03-26,Erica Walker,TRUE,NA,0.051,NA,782
011.03,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.051,NA,783
011.04,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.048,TRUE,784
011.10,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.053,TRUE,785
011.10,NA,NA,1000,2018-06-07,NA,FALSE,NA,0.053,NA,786
011.12,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,plant material removed,0.049,NA,787
011.15,NA,NA,1000,2018-11-09,Erica Walker,FALSE,NA,0.051,NA,788
011.16,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.052,TRUE,789
011.20,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.032,FALSE,790
011.24,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,791
011.26,2018-06-01,Mark Castaneda,1000,2018-04-13,Jinghan Xu,FALSE,NA,0.044,TRUE,792
011.31,NA,NA,1000,2018-11-20,Erica Walker,TRUE,lots of hair,0.05,NA,793
011.36,2018-06-01,Mark Castaneda,1000,2018-05-31,Mark Castaneda,FALSE,NA,0.055,TRUE,794
011.40,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,NA,0.05,NA,795
011.47,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.05,TRUE,796
011.51,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.051,TRUE,797
011.53,NA,NA,1000,2019-02-12,Odessa Fung,TRUE,NA,0.048,NA,798
011.60,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.051,NA,799
011.61,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,NA,0.05,NA,800
011.65,NA,NA,1000,2018-11-09,Erica Walker,FALSE,NA,0.051,NA,801
011.72,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,TRUE,NA,0.05,TRUE,802
011.75,NA,NA,1000,2019-03-20,Odessa Fung,TRUE,NA,0.052,NA,803
011.79,NA,NA,1000,2019-02-01,Odessa Fung,FALSE,NA,0.051,NA,804
011.82,NA,NA,1000,2018-11-09,Erica Walker,TRUE,NA,0.048,NA,805
011.87,NA,NA,1000,2018-11-13,Erica Walker,TRUE,plant material removed,0.051,NA,806
011.91,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,FALSE,NA,0.053,TRUE,807
011.96,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.049,TRUE,808
012.01,2018-06-01,Mark Castaneda,1000,2018-04-23,Adam Scott,FALSE,NA,0.051,TRUE,809
012.06,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,FALSE,NA,0.048,TRUE,810
012.07,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.05,TRUE,811
012.08,NA,NA,1000,2019-02-01,Odessa Fung,FALSE,NA,0.049,NA,812
012.12,NA,NA,1000,2018-11-29,Odessa Fung,FALSE,NA,0.052,NA,813
012.17,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,needles removed,0.049,TRUE,814
012.20,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.051,NA,815
012.34,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,816
012.37,NA,NA,1000,2019-01-23,Odessa Fung,TRUE,NA,0.05,NA,817
012.38,NA,NA,1000,2018-11-30,Odessa Fung,FALSE,NA,0.049,NA,818
012.39,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.05,TRUE,819
012.40,NA,NA,1000,2019-01-23,Odessa Fung,FALSE,plant material removed,0.051,NA,820
012.41,NA,NA,1000,2019-03-20,Odessa Fung,TRUE,NA,0.05,NA,821
012.42,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,needles removed,0.05,TRUE,822
012.44,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.05,TRUE,823
012.45,NA,NA,1000,2018-11-02,Odessa Fung,TRUE,NA,0.05,NA,824
012.46,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.051,NA,825
012.47,NA,NA,1000,2019-03-27,Odessa Fung,FALSE,NA,0.048,NA,826
012.55,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,plant material removed,0.049,NA,827
012.57,NA,NA,1000,2018-11-16,Odessa Fung,FALSE,NA,0.051,NA,828
012.63,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.052,TRUE,829
012.64,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,grass removed,0.052,TRUE,830
012.65,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,831
012.68,NA,NA,1000,2018-11-27,Erica Walker,TRUE,NA,0.05,NA,832
012.71,NA,NA,1000,2019-02-13,Odessa Fung,TRUE,NA,0.05,NA,833
012.72,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.051,TRUE,834
012.77,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.05,TRUE,835
012.78,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.05,TRUE,836
012.78,NA,NA,1000,2019-02-12,Odessa Fung,TRUE,plant material removed,0.05,NA,837
012.79,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.054,TRUE,838
012.93,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.052,NA,839
012.94,NA,NA,1000,2018-11-13,Erica Walker,FALSE,NA,0.051,NA,840
012.99,NA,NA,1000,2018-11-02,Erica Walker,FALSE,NA,0.049,NA,841
13,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,842
013.03,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.05,TRUE,843
013.06,NA,NA,1000,2019-02-13,Odessa Fung,TRUE,NA,0.051,NA,844
013.11,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.054,TRUE,845
013.18,NA,NA,1000,2018-11-09,Odessa Fung,FALSE,NA,0.049,NA,846
013.19,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,plant material removed,0.051,NA,847
013.28,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.05,TRUE,848
013.30,NA,NA,1000,2018-11-13,Erica Walker,TRUE,NA,0.049,NA,849
013.32,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.052,NA,850
013.33,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.05,TRUE,851
013.34,NA,NA,1000,2019-02-05,Odessa Fung,FALSE,NA,0.05,NA,852
013.35,NA,NA,1000,2018-12-07,Erica Walker,TRUE,NA,0.051,NA,853
013.39,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,TRUE,NA,0.05,TRUE,854
013.40,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.052,TRUE,855
013.47,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.049,NA,856
013.48,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.048,TRUE,857
013.49,NA,NA,1000,2018-11-13,Erica Walker,TRUE,NA,0.049,NA,858
013.51,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.054,TRUE,859
013.54,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.052,TRUE,860
013.55,2018-06-01,Mark Castaneda,1000,2018-06-12,Mark Castaneda,FALSE,NA,0.053,TRUE,861
013.57,NA,NA,1000,2019-04-19,Erica Walker,FALSE,NA,0.05,NA,862
013.59,NA,NA,1000,2019-03-26,Erica Walker,TRUE,NA,0.049,NA,863
013.61,NA,NA,1000,2018-12-07,Erica Walker,FALSE,NA,0.049,NA,864
013.63,NA,NA,1000,2018-11-08,Odessa Fung,TRUE,NA,0.05,NA,865
013.69,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.049,NA,866
013.70,NA,NA,1000,2019-02-01,Odessa Fung,TRUE,NA,0.052,NA,867
013.72,NA,NA,1000,2018-11-13,Erica Walker,FALSE,NA,0.05,NA,868
013.73,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.05,TRUE,869
013.74,NA,NA,1000,2019-01-22,Odessa Fung,TRUE,plant material removed,0.05,NA,870
013.75,NA,NA,1000,2018-11-13,Erica Walker,TRUE,NA,0.048,NA,871
013.79,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.049,TRUE,872
013.83,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.05,TRUE,873
013.86,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.047,TRUE,874
013.88,2018-06-01,Mark Castaneda,1000,2018-04-13,Jinghan Xu,FALSE,NA,0.05,TRUE,875
013.91,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.05,TRUE,876
013.95,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.052,TRUE,877
013.97,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.049,TRUE,878
014.02,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.049,TRUE,879
014.03,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.049,TRUE,880
014.05,NA,NA,1000,2019-02-26,Odessa Fung,TRUE,NA,0.05,NA,881
014.11,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.05,NA,882
014.13,NA,NA,1000,2019-01-16,Odessa Fung,TRUE,NA,0.05,NA,883
014.22,2018-06-01,Mark Castaneda,1000,2018-05-31,Mark Castaneda,FALSE,NA,0.053,TRUE,884
014.23,NA,NA,1000,2019-02-06,Odessa Fung,TRUE,NA,0.051,NA,885
014.30,NA,NA,1000,2019-03-27,Odessa Fung,TRUE,NA,0.049,NA,886
014.33,2018-06-01,Mark Castaneda,1000,2018-06-11,Mark Castaneda,FALSE,NA,0.047,TRUE,887
014.36,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.049,TRUE,888
014.38,NA,NA,1000,2019-03-19,Odessa Fung,TRUE,NA,0.049,NA,889
014.39,NA,NA,1000,2018-11-02,Erica Walker,FALSE,NA,0.05,NA,890
014.41,2018-07-01,Mark Castaneda,1000,2018-06-18,Mark Castaneda,FALSE,NA,0.052,TRUE,891
014.56,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,needles removed,0.05,TRUE,892
014.58,NA,NA,1000,2019-03-20,Odessa Fung,TRUE,NA,0.05,NA,893
014.59,2018-06-01,Mark Castaneda,1000,2018-06-08,Mark Castaneda,FALSE,NA,0.05,TRUE,894
014.62,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.049,NA,895
014.63,NA,NA,1000,2019-03-12,Odessa Fung,TRUE,NA,0.05,NA,896
014.64,NA,NA,1000,2019-02-26,Odessa Fung,TRUE,NA,0.05,NA,897
014.65,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,FALSE,NA,0.053,TRUE,898
014.66,NA,NA,1000,2019-01-15,Odessa Fung,FALSE,NA,0.052,NA,899
014.75,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.052,TRUE,900
014.76,NA,NA,1000,2019-04-19,Erica Walker,FALSE,NA,0.041,NA,901
014.86,NA,NA,1000,2019-01-23,Odessa Fung,TRUE,NA,0.05,NA,902
014.92,NA,NA,1000,2018-11-02,Odessa Fung,FALSE,NA,0.051,NA,903
014.95,NA,NA,1000,2019-02-13,Odessa Fung,TRUE,NA,0.051,NA,904
014.98,NA,NA,1000,2018-11-16,Odessa Fung,FALSE,NA,0.05,NA,905
014.99,NA,NA,1000,2019-02-06,Odessa Fung,TRUE,plant material removed,0.049,NA,906
015.01,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.05,NA,907
015.02,NA,NA,1000,2019-02-06,Odessa Fung,TRUE,needles removed,0.051,NA,908
015.05,NA,NA,1000,2018-11-30,Odessa Fung,TRUE,NA,0.049,NA,909
015.06,NA,NA,1000,2019-04-18,Erica Walker,TRUE,NA,0.051,NA,910
015.08,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.047,TRUE,911
015.15,NA,NA,1000,2018-11-30,Odessa Fung,TRUE,NA,0.05,NA,912
015.16,2018-06-01,Mark Castaneda,1000,2018-04-23,Adam Scott,FALSE,NA,0.05,TRUE,913
015.20,NA,NA,1000,2018-11-30,Erica Walker,TRUE,NA,0.05,NA,914
015.25,NA,NA,1000,2019-01-29,Odessa Fung,TRUE,NA,0.052,NA,915
015.26,2018-06-01,Mark Castaneda,1000,2018-04-16,Mark Castaneda,FALSE,NA,0.051,TRUE,916
015.29,NA,NA,1000,2019-02-13,Odessa Fung,TRUE,NA,0.051,NA,917
015.30,NA,NA,1000,2018-11-08,Odessa Fung,FALSE,NA,0.049,NA,918
015.37,2018-07-01,Mark Castaneda,1000,2018-06-19,Mark Castaneda,FALSE,NA,0.051,TRUE,919
015.39,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,NA,0.051,NA,920
015.47,NA,NA,1000,2018-11-30,Odessa Fung,TRUE,NA,0.049,NA,921
015.50,NA,NA,1000,2018-11-15,Odessa Fung,TRUE,NA,0.05,NA,922
015.50,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.05,NA,923
015.55,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.05,TRUE,924
015.57,NA,NA,1000,2018-11-02,Erica Walker,FALSE,NA,0.049,NA,925
015.59,2018-06-01,Mark Castaneda,1000,2018-05-31,Mark Castaneda,FALSE,NA,0.048,TRUE,926
015.62,NA,NA,1000,2018-11-30,Odessa Fung,TRUE,NA,0.051,NA,927
015.74,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,needles removed,0.052,TRUE,928
015.79,NA,NA,1000,2019-01-29,Odessa Fung,TRUE,NA,0.049,NA,929
015.85,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.047,TRUE,930
015.86,NA,NA,1000,2019-03-12,Odessa Fung,TRUE,NA,0.05,NA,931
015.89,NA,NA,1000,2018-11-02,Odessa Fung,TRUE,twig removed,0.052,NA,932
015.92,NA,NA,1000,2018-11-09,Odessa Fung,TRUE,NA,0.05,NA,933
015.93,NA,NA,1000,2018-11-13,Erica Walker,TRUE,NA,0.052,NA,934
015.95,NA,NA,1000,2018-11-09,Odessa Fung,TRUE,NA,0.05,NA,935
015.97,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.053,TRUE,936
016.04,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,FALSE,NA,0.051,TRUE,937
016.07,NA,NA,1000,2018-11-13,Erica Walker,TRUE,NA,0.048,NA,938
016.14,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,NA,0.05,NA,939
016.14,NA,NA,1000,2019-04-16,Erica Walker,TRUE,NA,0.05,NA,940
016.16,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,leaves removed,0.05,TRUE,941
016.18,NA,NA,1000,2019-04-16,Erica Walker,FALSE,NA,0.048,NA,942
016.24,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.048,NA,943
016.25,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.05,NA,944
016.29,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.052,TRUE,945
016.31,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.049,TRUE,946
016.41,NA,NA,1000,2019-02-05,Odessa Fung,TRUE,plant material removed,0.051,NA,947
016.42,NA,NA,1000,2019-02-05,Odessa Fung,TRUE,NA,0.051,NA,948
016.46,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.051,FALSE,949
016.52,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.052,TRUE,950
016.59,2018-06-01,Mark Castaneda,1000,2018-05-31,Mark Castaneda,FALSE,NA,0.051,TRUE,951
016.64,NA,NA,1000,2018-11-02,Erica Walker,FALSE,NA,0.05,NA,952
016.68,NA,NA,1000,2019-01-16,Odessa Fung,FALSE,NA,0.05,NA,953
016.70,NA,NA,1000,2018-11-16,Odessa Fung,FALSE,NA,0.049,NA,954
016.74,NA,NA,1000,2019-04-04,Erica Walker,FALSE,NA,0.052,NA,955
016.75,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.05,TRUE,956
016.76,NA,NA,1000,2019-02-01,Odessa Fung,TRUE,NA,0.049,NA,957
016.77,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,TRUE,fuzz,0.052,TRUE,958
016.78,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.049,TRUE,959
016.81,NA,NA,1000,2019-04-05,Erica Walker,FALSE,NA,0.05,NA,960
016.87,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,961
016.93,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.049,TRUE,962
016.96,NA,NA,1000,2018-11-09,Erica Walker,TRUE,NA,0.049,NA,963
017.01,NA,NA,1000,2019-01-23,Odessa Fung,TRUE,NA,0.049,NA,964
017.03,NA,NA,1000,2019-01-22,Odessa Fung,TRUE,NA,0.051,NA,965
017.05,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,TRUE,grass removed,0.05,TRUE,966
017.07,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,NA,0.049,TRUE,967
017.10,2018-06-01,Mark Castaneda,1000,2018-06-12,Mark Castaneda,FALSE,NA,0.049,TRUE,968
017.11,NA,NA,1000,2018-11-27,Erica Walker,TRUE,needles removed,0.051,NA,969
017.16,NA,NA,1000,2019-01-29,Odessa Fung,TRUE,NA,0.05,NA,970
017.18,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.052,TRUE,971
017.20,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.05,NA,972
017.21,NA,NA,1000,2019-01-16,Odessa Fung,FALSE,plant material removed,0.049,NA,973
017.24,NA,NA,1000,2018-11-20,Erica Walker,TRUE,NA,0.049,NA,974
017.28,NA,NA,1000,2019-01-23,Odessa Fung,TRUE,NA,0.05,NA,975
017.29,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.052,TRUE,976
017.35,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.053,TRUE,977
017.38,NA,NA,1000,2019-04-16,Erica Walker,FALSE,needles removed,0.05,NA,978
017.43,NA,NA,1000,2018-11-30,Odessa Fung,FALSE,NA,0.05,NA,979
017.48,NA,NA,1000,2018-11-02,Erica Walker,TRUE,tons of hair,0.048,NA,980
017.50,NA,NA,1000,2018-11-09,Odessa Fung,TRUE,plant material removed,0.05,NA,981
017.52,NA,NA,1000,2019-02-13,Odessa Fung,TRUE,NA,0.051,NA,982
017.53,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.05,NA,983
017.54,NA,NA,1000,2018-11-20,Erica Walker,TRUE,NA,0.048,NA,984
017.56,NA,NA,1000,2019-02-26,Odessa Fung,FALSE,NA,0.05,NA,985
017.58,NA,NA,1000,2019-01-16,Odessa Fung,FALSE,plant material removed,0.048,NA,986
017.63,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.049,NA,987
017.64,NA,NA,1000,2019-02-26,Odessa Fung,FALSE,NA,0.05,NA,988
017.70,NA,NA,1000,2018-11-15,Odessa Fung,FALSE,NA,0.05,NA,989
017.77,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,plant material removed,0.05,NA,990
017.78,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.051,NA,991
017.79,NA,NA,1000,2018-11-13,Erica Walker,TRUE,NA,0.052,NA,992
017.83,NA,NA,1000,2018-11-15,Odessa Fung,TRUE,NA,0.05,NA,993
017.86,NA,NA,1000,2018-11-15,Odessa Fung,FALSE,plant material removed,0.05,NA,994
017.97,NA,NA,1000,2018-11-30,Odessa Fung,TRUE,plant material removed,0.05,NA,995
18,NA,NA,1000,2018-11-09,Erica Walker,FALSE,NA,0.049,NA,996
018.01,NA,NA,1000,2019-02-06,Odessa Fung,FALSE,NA,0.051,NA,997
018.07,NA,NA,1000,2019-01-23,Odessa Fung,TRUE,NA,0.05,NA,998
018.15,NA,NA,1000,2018-11-09,Erica Walker,FALSE,NA,0.051,NA,999
018.18,NA,NA,1000,2018-11-20,Erica Walker,TRUE,plant material removed,0.049,NA,1000
018.22,NA,NA,1000,2018-11-30,Odessa Fung,FALSE,NA,0.051,NA,1001
018.27,NA,NA,1000,2018-11-20,Erica Walker,TRUE,NA,0.05,NA,1002
018.28,NA,NA,1000,2018-11-02,Odessa Fung,TRUE,NA,0.051,NA,1003
018.31,NA,NA,1000,2019-02-20,Odessa Fung,FALSE,NA,0.05,NA,1004
018.32,NA,NA,1000,2019-02-01,Odessa Fung,TRUE,NA,0.049,NA,1005
018.42,NA,NA,1000,2018-11-02,Odessa Fung,FALSE,NA,0.05,NA,1006
018.45,NA,NA,1000,2019-04-04,Erica Walker,FALSE,NA,0.05,NA,1007
