observer_id,date,concentration,cv,plate_id,protocol_id,extract_id
BJD,2011-05-29,628.628,NA,C.2011.42,CB325,3571
BJD,2011-05-30,16.519,NA,C.2011.45,CB325,3572
BJD,2011-05-29,60.654,7.6,C.2011.40,CB325,3574
BJD,2011-05-30,37.101,12.4,C.2011.47,CB325,3575
BJD,2011-05-30,37.101,12.4,C.2011.47,CB325,3575
BJD,2011-05-30,4.807,NA,C.2011.46,CB325,3577
BJD,2011-05-30,4.807,NA,C.2011.46,CB325,3577
BJD,2011-05-29,46.458,8.2,C.2011.40,CB325,3578
BJD,2011-05-31,30.31,NA,C.2011.54,CB325,3579
BJD,2011-05-31,8.244,5.7,C.2011.51,CB325,3580
BJD,2011-05-29,26.471,0.6,C.2011.42,CB325,3581
BJD,2011-05-31,15.34,19.4,C.2011.50,CB325,3584
BJD,2011-05-29,93.366,NA,C.2011.41,CB325,3585
BJD,2011-05-29,19.649,6.7,C.2011.41,CB325,3586
BJD,2011-05-30,110.71,NA,C.2011.44,CB325,3588
BJD,2011-05-30,6.755,11.5,C.2011.46,CB325,3589
BJD,2011-05-30,6.755,11.5,C.2011.46,CB325,3589
BJD,2011-05-29,83.859,0.3,C.2011.41,CB325,126
BJD,2011-05-29,83.859,0.3,C.2011.41,CB325,127
BJD,2011-05-29,83.859,0.3,C.2011.41,CB325,128
BJD,2011-05-29,83.859,0.3,C.2011.41,CB325,129
BJD,2011-05-29,136.77,10.4,C.2011.41,CB325,126
BJD,2011-05-29,136.77,10.4,C.2011.41,CB325,127
BJD,2011-05-29,136.77,10.4,C.2011.41,CB325,128
BJD,2011-05-29,136.77,10.4,C.2011.41,CB325,129
BJD,2011-05-30,90.927,3.2,C.2011.44,CB325,3591
BJD,2011-05-30,65.667,3.1,C.2011.43,CB325,3593
BJD,2011-05-30,19.934,2.4,C.2011.43,CB325,3594
BJD,2011-05-30,28.526,15,C.2011.46,CB325,3596
BJD,2011-05-30,28.526,15,C.2011.46,CB325,3596
BJD,2011-05-29,48.455,NA,C.2011.41,CB325,3597
BJD,2011-05-31,6.363,NA,C.2011.49,CB325,130
BJD,2011-05-31,6.363,NA,C.2011.49,CB325,130
BJD,2011-05-31,6.363,NA,C.2011.49,CB325,131
BJD,2011-05-31,6.363,NA,C.2011.49,CB325,131
BJD,2011-05-31,6.363,NA,C.2011.49,CB325,132
BJD,2011-05-31,6.363,NA,C.2011.49,CB325,132
BJD,2011-05-31,9.815,1.4,C.2011.50,CB325,130
BJD,2011-05-31,9.815,1.4,C.2011.50,CB325,130
BJD,2011-05-31,9.815,1.4,C.2011.50,CB325,131
BJD,2011-05-31,9.815,1.4,C.2011.50,CB325,131
BJD,2011-05-31,9.815,1.4,C.2011.50,CB325,132
BJD,2011-05-31,9.815,1.4,C.2011.50,CB325,132
BJD,2011-05-29,47.034,16.1,C.2011.41,CB325,133
BJD,2011-05-29,47.034,16.1,C.2011.41,CB325,134
BJD,2011-05-29,47.034,16.1,C.2011.41,CB325,135
BJD,2011-05-29,47.034,16.1,C.2011.41,CB325,136
BJD,2011-05-31,42.027,0.7,C.2011.54,CB325,133
BJD,2011-05-31,42.027,0.7,C.2011.54,CB325,134
BJD,2011-05-31,42.027,0.7,C.2011.54,CB325,135
BJD,2011-05-31,42.027,0.7,C.2011.54,CB325,136
BJD,2011-05-31,33.583,NA,C.2011.50,CB325,3598
BJD,2011-05-31,33.583,NA,C.2011.50,CB325,3598
BJD,2011-05-31,41.7,0.3,C.2011.49,CB325,3605
BJD,2011-05-29,11.834,15.5,C.2011.41,CB325,139
BJD,2011-05-29,11.834,15.5,C.2011.41,CB325,140
BJD,2011-05-29,11.834,15.5,C.2011.41,CB325,141
BJD,2011-05-29,11.834,15.5,C.2011.41,CB325,142
BJD,2011-05-29,11.834,15.5,C.2011.41,CB325,143
BJD,2011-05-31,183.899,27.3,C.2011.54,CB325,139
BJD,2011-05-31,183.899,27.3,C.2011.54,CB325,140
BJD,2011-05-31,183.899,27.3,C.2011.54,CB325,141
BJD,2011-05-31,183.899,27.3,C.2011.54,CB325,142
BJD,2011-05-31,183.899,27.3,C.2011.54,CB325,143
BJD,2011-05-30,17.253,11.2,C.2011.45,CB325,3606
BJD,2011-05-31,17.787,NA,C.2011.51,CB325,3607
BJD,2011-05-30,98.95,7.7,C.2011.45,CB325,3610
BJD,2011-05-31,11.49,1.1,C.2011.50,CB325,3611
BJD,2011-05-29,133.038,0.8,C.2011.40,CB325,3613
BJD,2011-05-30,28.193,NA,C.2011.44,CB325,3614
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,145
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,145
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,146
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,146
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,147
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,147
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,148
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,148
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,149
BJD,2011-05-30,15.619,NA,C.2011.48,CB325,149
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,145
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,145
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,146
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,146
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,147
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,147
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,148
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,148
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,149
BJD,2011-05-31,13.929,5.9,C.2011.54,CB325,149
BJD,2011-05-30,12.178,4.9,C.2011.48,CB325,150
BJD,2011-05-30,12.178,4.9,C.2011.48,CB325,151
BJD,2011-05-31,10.792,9.6,C.2011.51,CB325,150
BJD,2011-05-31,10.792,9.6,C.2011.51,CB325,151
BJD,2011-05-28,17.95,NA,C.2011.36,CB325,3617
BJD,2011-05-28,17.95,NA,C.2011.36,CB325,3617
BJD,2011-05-31,31.002,NA,C.2011.50,CB325,3620
BJD,2011-05-30,24.064,1.3,C.2011.43,CB325,3622
BJD,2011-05-30,20.648,5.8,C.2011.46,CB325,3628
BJD,2011-05-29,62.7,11.7,C.2011.39,CB325,154
BJD,2011-05-29,62.7,11.7,C.2011.39,CB325,155
BJD,2011-05-29,62.7,11.7,C.2011.39,CB325,156
BJD,2011-05-30,40.229,6,C.2011.43,CB325,154
BJD,2011-05-30,40.229,6,C.2011.43,CB325,155
BJD,2011-05-30,40.229,6,C.2011.43,CB325,156
BJD,2011-05-29,35.06,17,C.2011.40,CB325,3630
BJD,2011-05-29,14.164,NA,C.2011.42,CB325,157
BJD,2011-05-29,14.164,NA,C.2011.42,CB325,157
BJD,2011-05-29,14.164,NA,C.2011.42,CB325,158
BJD,2011-05-29,14.164,NA,C.2011.42,CB325,158
BJD,2011-05-29,162.246,NA,C.2011.41,CB325,3635
BJD,2011-05-29,77.735,16.5,C.2011.40,CB325,3636
BJD,2011-05-31,109.939,9.8,C.2011.50,CB325,3637
BJD,2011-05-31,188.607,4.8,C.2011.49,CB325,3638
BJD,2011-05-30,10.448,11.1,C.2011.47,CB325,3645
BJD,2011-05-30,27.106,3.5,C.2011.43,CB325,3648
BJD,2011-05-29,73.282,NA,C.2011.40,CB325,3649
BJD,2011-05-31,25.707,14.1,C.2011.51,CB325,3650
BJD,2011-05-31,16.299,0.3,C.2011.49,CB325,3651
BJD,2011-05-30,45.89,12.8,C.2011.45,CB325,3654
BJD,2011-05-28,14.94,0.6,C.2011.35,CB325,3655
BJD,2011-05-30,13.957,10.7,C.2011.46,CB325,3656
BJD,2011-05-31,19.956,14.4,C.2011.51,CB325,3660
BJD,2011-05-30,6.862,7.6,C.2011.47,CB325,3661
BJD,2011-05-30,25.561,6.2,C.2011.44,CB325,3662
BJD,2011-05-30,22.674,8,C.2011.45,CB325,3668
BJD,2011-05-31,15.655,1.3,C.2011.49,CB325,3669
BJD,2011-05-31,17.079,NA,C.2011.49,CB325,3670
BJD,2011-05-31,12.297,20.3,C.2011.51,CB325,3671
BJD,2011-05-30,35.322,4.7,C.2011.44,CB325,3677
BJD,2011-05-29,77.394,NA,C.2011.40,CB325,3678
BJD,2011-05-30,9.572,NA,C.2011.46,CB325,3681
BJD,2011-05-31,23.305,5.8,C.2011.49,CB325,3682
BJD,2011-05-31,90.291,4.1,C.2011.51,CB325,3683
BJD,2011-05-29,10.908,NA,C.2011.37,CB325,3689
BJD,2011-05-28,22.17,4,C.2011.36,CB325,3691
BJD,2011-05-30,10.798,NA,C.2011.47,CB325,3693
BJD,2011-05-30,27.328,7.7,C.2011.43,CB325,3694
BJD,2011-05-31,4.064,NA,C.2011.49,CB325,3695
BJD,2011-05-29,39.246,0.1,C.2011.40,CB325,3697
BJD,2011-05-31,12.621,NA,C.2011.49,CB325,3698
BJD,2011-05-31,15.931,5.6,C.2011.51,CB325,3699
BJD,2011-06-01,101.875,5.1,C.2011.55,CB325,3700
BJD,2011-06-01,16.389,3.1,C.2011.55,CB325,3701
BJD,2011-05-30,9.211,4.2,C.2011.48,CB325,3702
BJD,2011-05-30,22.011,NA,C.2011.45,CB325,3705
BJD,2011-05-30,10.733,NA,C.2011.47,CB325,3708
BJD,2011-05-31,11.836,14.3,C.2011.50,CB325,3709
BJD,2011-05-29,7.857,5.9,C.2011.42,CB325,3710
BJD,2011-05-30,7.665,11.5,C.2011.48,CB325,22
BJD,2011-05-30,16.98,10.8,C.2011.46,CB325,3711
BJD,2011-05-30,5.666,5,C.2011.48,CB325,3712
BJD,2011-05-30,5.612,NA,C.2011.48,CB325,3713
BJD,2011-05-31,7.031,10,C.2011.50,CB325,3715
BJD,2011-05-29,51.976,12,C.2011.41,CB325,3717
BJD,2011-05-31,20.797,7.8,C.2011.51,CB325,3719
BJD,2011-05-31,10.787,9.2,C.2011.49,CB325,3720
BJD,2011-05-30,29.111,NA,C.2011.48,CB325,3724
BJD,2011-05-31,41.889,6.4,C.2011.51,CB325,3726
BJD,2011-05-31,46.49,NA,C.2011.51,CB325,3727
BJD,2011-05-30,21.665,2.7,C.2011.47,CB325,3730
BJD,2011-06-01,10.725,NA,C.2011.55,CB325,3731
BJD,2011-05-30,25.308,4,C.2011.45,CB325,3732
BJD,2011-05-29,25.977,6.5,C.2011.38,CB325,3733
BJD,2011-05-30,7.207,0.5,C.2011.48,CB325,3734
BJD,2011-05-30,26.331,16.4,C.2011.47,CB325,3735
BJD,2011-06-01,12.759,2.3,C.2011.55,CB325,3736
BJD,2011-05-31,12.753,NA,C.2011.51,CB325,3741
BJD,2011-05-31,21.052,6.3,C.2011.54,CB325,3744
BJD,2011-05-30,87.283,6.2,C.2011.44,CB325,3745
BJD,2011-05-30,28.708,8.5,C.2011.47,CB325,3748
BJD,2011-05-31,25.69,4.1,C.2011.50,CB325,3749
BJD,2011-05-29,75.445,5.6,C.2011.40,CB325,3750
BJD,2011-05-30,8.891,NA,C.2011.48,CB325,3756
BJD,2011-05-31,6.723,NA,C.2011.49,CB325,3758
BJD,2011-05-30,29.578,18.8,C.2011.48,CB325,3761
BJD,2011-05-29,51.459,6.4,C.2011.37,CB325,3762
BJD,2011-05-29,58.793,11.5,C.2011.38,CB325,3763
BJD,2011-05-30,56.73,NA,C.2011.43,CB325,3764
BJD,2011-05-29,83.086,16.4,C.2011.41,CB325,3765
BJD,2011-05-29,63.991,18.2,C.2011.42,CB325,3766
BJD,2011-05-30,27.086,3.5,C.2011.45,CB325,3767
BJD,2011-05-28,72.157,0.3,C.2011.36,CB325,3768
BJD,2011-05-29,29.789,8.3,C.2011.42,CB325,3770
BJD,2011-05-29,31.846,19.2,C.2011.37,CB325,3773
BJD,2011-06-01,80.861,NA,C.2011.55,CB325,3775
BJD,2011-05-29,32.549,NA,C.2011.38,CB325,3776
BJD,2011-05-30,38.57,0,C.2011.43,CB325,3777
BJD,2011-05-31,46.136,4.1,C.2011.54,CB325,3779
BJD,2011-05-28,39.028,NA,C.2011.36,CB325,3780
BJD,2011-05-29,26.441,15,C.2011.38,CB325,3781
BJD,2011-05-31,51.491,3.1,C.2011.50,CB325,3782
BJD,2011-05-29,28.069,17.5,C.2011.37,CB325,3783
BJD,2011-05-30,76.038,7.8,C.2011.44,CB325,3784
BJD,2011-05-28,31.158,6.7,C.2011.36,CB325,3785
BJD,2011-05-28,25.071,1,C.2011.35,CB325,3786
BJD,2011-05-29,52.945,6.4,C.2011.42,CB325,3787
BJD,2011-05-30,25.779,2.9,C.2011.43,CB325,3788
BJD,2011-05-28,41.108,3.6,C.2011.36,CB325,3790
BJD,2011-05-29,68.1,2.6,C.2011.39,CB325,3794
BJD,2011-05-29,73.149,3,C.2011.41,CB325,3796
BJD,2011-05-29,97.44,NA,C.2011.38,CB325,3797
BJD,2011-05-28,61.781,NA,C.2011.36,CB325,3798
BJD,2011-05-28,30.118,4.7,C.2011.36,CB325,3801
BJD,2011-05-28,41.888,13.1,C.2011.36,CB325,3802
BJD,2011-05-30,69.618,11.6,C.2011.44,CB325,3803
BJD,2011-05-28,56.076,1.4,C.2011.36,CB325,3804
BJD,2011-05-29,96.848,5.1,C.2011.38,CB325,3806
BJD,2011-05-29,24.936,NA,C.2011.37,CB325,3807
BJD,2011-05-30,58.133,5.4,C.2011.44,CB325,3808
BJD,2011-05-28,19.48,NA,C.2011.36,CB325,3811
BJD,2011-05-31,63.98,9,C.2011.50,CB325,3815
BJD,2011-05-30,34.255,NA,C.2011.43,CB325,3816
BJD,2011-05-28,92.374,0.2,C.2011.36,CB325,3817
BJD,2011-05-29,24.893,13.5,C.2011.38,CB325,3819
BJD,2011-05-29,16.828,9.5,C.2011.41,CB325,3820
BJD,2011-05-28,37.295,3.2,C.2011.35,CB325,3822
BJD,2011-05-30,17.624,NA,C.2011.45,CB325,3823
BJD,2011-05-29,45.309,11,C.2011.39,CB325,3825
BJD,2011-05-28,33.342,0.8,C.2011.36,CB325,3826
BJD,2011-05-29,43.714,10,C.2011.38,CB325,3827
BJD,2011-05-29,45.991,16.3,C.2011.42,CB325,3830
BJD,2011-05-30,35.903,0.4,C.2011.45,CB325,3831
BJD,2011-05-30,104.362,NA,C.2011.48,CB325,3832
BJD,2011-05-28,21.715,NA,C.2011.35,CB325,3836
BJD,2011-05-28,28.413,1.5,C.2011.35,CB325,3837
BJD,2011-06-01,181.919,NA,C.2011.55,CB325,3839
BJD,2011-05-29,24.56,NA,C.2011.39,CB325,3840
BJD,2011-05-28,48.074,4.9,C.2011.36,CB325,3843
BJD,2011-05-29,26.986,8.7,C.2011.39,CB325,3844
BJD,2011-05-30,54.373,NA,C.2011.44,CB325,3845
BJD,2011-05-29,93.686,NA,C.2011.40,CB325,3848
BJD,2011-05-31,60.628,10.9,C.2011.49,CB325,3849
BJD,2011-05-29,31.073,4.6,C.2011.42,CB325,3850
BJD,2011-05-30,31.269,3.8,C.2011.43,CB325,3851
BJD,2011-05-29,130.583,18.8,C.2011.40,CB325,3852
BJD,2011-05-28,36.338,0.7,C.2011.35,CB325,3853
BJD,2011-05-29,82.282,NA,C.2011.41,CB325,3855
BJD,2011-05-29,44.074,1.5,C.2011.40,CB325,3857
BJD,2011-05-30,24.502,NA,C.2011.43,CB325,3858
BJD,2011-05-31,22.42,1.6,C.2011.54,CB325,3860
BJD,2011-05-29,40.633,NA,C.2011.38,CB325,3861
BJD,2011-05-29,27.631,NA,C.2011.37,CB325,3863
BJD,2011-05-29,46.381,19.4,C.2011.41,CB325,3865
BJD,2011-05-31,27.13,6.3,C.2011.50,CB325,3867
BJD,2011-05-29,22.276,5.9,C.2011.42,CB325,3868
BJD,2011-05-28,82.911,2.1,C.2011.35,CB325,3870
BJD,2011-05-29,52.956,1.5,C.2011.38,CB325,3872
BJD,2011-05-28,10.455,1.4,C.2011.35,CB325,3873
BJD,2011-05-30,9.3,9.3,C.2011.43,CB325,3874
BJD,2011-05-31,36.067,NA,C.2011.54,CB325,3875
BJD,2011-05-30,43.998,14.5,C.2011.45,CB325,3876
BJD,2011-05-28,46.368,5.6,C.2011.36,CB325,3877
BJD,2011-05-29,28.058,1.1,C.2011.38,CB325,3879
BJD,2011-05-29,140.927,NA,C.2011.40,CB325,3883
BJD,2011-05-29,40.24,7.6,C.2011.40,CB325,3884
BJD,2011-05-30,38.804,11.8,C.2011.44,CB325,3885
BJD,2011-05-31,29.22,NA,C.2011.50,CB325,3886
BJD,2011-05-29,81.624,16.8,C.2011.40,CB325,3888
BJD,2011-05-28,28.609,0.6,C.2011.36,CB325,3890
BJD,2011-05-29,144.052,NA,C.2011.42,CB325,3893
BJD,2011-05-29,23.924,NA,C.2011.37,CB325,3894
BJD,2011-05-29,35.862,8.5,C.2011.39,CB325,3896
BJD,2011-05-30,13.542,3,C.2011.44,CB325,3897
BJD,2011-05-29,77.955,NA,C.2011.38,CB325,3898
BJD,2011-05-29,467.848,5.8,C.2011.42,CB325,3899
BJD,2011-06-01,93.752,15,C.2011.55,CB325,3902
BJD,2011-05-29,41.494,0.4,C.2011.40,CB325,3904
BJD,2011-05-29,63.107,5.3,C.2011.39,CB325,3906
BJD,2011-05-28,44.783,NA,C.2011.35,CB325,3911
BJD,2011-05-28,5.705,19.8,C.2011.35,CB325,3912
BJD,2011-05-30,19.642,3.9,C.2011.43,CB325,3913
BJD,2011-05-30,45.172,4.5,C.2011.43,CB325,3914
BJD,2011-05-30,75.499,NA,C.2011.45,CB325,3915
BJD,2011-05-29,24.939,0.1,C.2011.42,CB325,3916
BJD,2011-05-31,63.298,17.9,C.2011.54,CB325,3917
BJD,2011-05-31,115.347,NA,C.2011.50,CB325,3920
BJD,2011-05-30,45.022,NA,C.2011.44,CB325,3922
BJD,2011-05-30,100.658,3,C.2011.44,CB325,3923
BJD,2011-05-29,40.506,4.2,C.2011.39,CB325,3925
BJD,2011-05-31,74.534,17.3,C.2011.50,CB325,3926
BJD,2011-05-30,13.934,3.8,C.2011.44,CB325,161
BJD,2011-05-30,13.934,3.8,C.2011.44,CB325,162
BJD,2011-05-31,22.911,1.9,C.2011.51,CB325,161
BJD,2011-05-31,22.911,1.9,C.2011.51,CB325,162
BJD,2011-05-31,20.35,7.4,C.2011.50,CB325,3929
BJD,2011-05-30,14.925,NA,C.2011.44,CB325,3930
BJD,2011-05-29,26.945,NA,C.2011.41,CB325,3931
BJD,2011-05-30,77.804,NA,C.2011.44,CB325,3933
BJD,2011-05-28,10.441,15.4,C.2011.36,CB325,3934
BJD,2011-05-28,91.852,18.6,C.2011.36,CB325,3937
BJD,2011-05-30,83.968,6,C.2011.43,CB325,3938
BJD,2011-05-28,11.466,4.5,C.2011.35,CB325,3939
BJD,2011-05-30,42.764,0.1,C.2011.43,CB325,3940
BJD,2011-05-28,21.628,7.3,C.2011.35,CB325,3942
BJD,2011-05-29,13.676,NA,C.2011.42,CB325,3945
BJD,2011-05-29,36.649,NA,C.2011.40,CB325,3946
BJD,2011-05-29,155.267,8.7,C.2011.41,CB325,3947
BJD,2011-05-29,64.249,NA,C.2011.37,CB325,3948
BJD,2011-05-30,23.252,3.4,C.2011.44,CB325,3949
BJD,2011-05-30,25.715,NA,C.2011.43,CB325,3953
BJD,2011-05-28,37.87,3.2,C.2011.35,CB325,3954
BJD,2011-05-31,75.921,NA,C.2011.51,CB325,3956
BJD,2011-05-29,25.872,NA,C.2011.41,CB325,3957
BJD,2011-05-29,38.645,0.1,C.2011.42,CB325,3958
BJD,2011-05-31,105.803,2.8,C.2011.54,CB325,3961
BJD,2011-05-29,19.782,0.4,C.2011.40,CB325,3964
BJD,2011-05-29,64.514,NA,C.2011.37,CB325,3965
BJD,2011-05-29,26.03,6.6,C.2011.40,CB325,3968
BJD,2011-05-29,44.961,0.6,C.2011.37,CB325,3972
BJD,2011-05-29,54.436,11,C.2011.40,CB325,3973
BJD,2011-05-31,24.823,NA,C.2011.54,CB325,3976
BJD,2011-05-29,38.181,3.1,C.2011.40,CB325,3978
BJD,2011-05-28,19.517,NA,C.2011.36,CB325,3981
BJD,2011-05-29,53.557,4.3,C.2011.40,CB325,3983
BJD,2011-05-29,33.212,NA,C.2011.40,CB325,3992
BJD,2011-05-29,12.629,19.6,C.2011.41,CB325,3996
BJD,2011-05-31,24.497,3,C.2011.51,CB325,3997
BJD,2011-05-29,59.725,6.7,C.2011.41,CB325,3998
BJD,2011-05-29,53.764,1.8,C.2011.39,CB325,4000
BJD,2011-05-29,8.376,4.9,C.2011.42,CB325,4002
BJD,2011-05-29,33.188,9.5,C.2011.39,CB325,4004
BJD,2011-05-30,65.644,NA,C.2011.43,CB325,4006
BJD,2011-05-29,35.896,NA,C.2011.40,CB325,4010
BJD,2011-05-28,68.522,14.2,C.2011.36,CB325,4011
BJD,2011-06-01,22.307,1.9,C.2011.55,CB325,4012
BJD,2011-05-31,23.548,2.9,C.2011.49,CB325,163
BJD,2011-05-28,12.283,0.9,C.2011.36,CB325,4020
BJD,2011-05-29,25.282,NA,C.2011.39,CB325,4022
BJD,2011-05-29,46.035,11.4,C.2011.39,CB325,4023
BJD,2011-05-31,146.108,NA,C.2011.54,CB325,4026
BJD,2011-05-30,25.654,4.9,C.2011.43,CB325,4027
BJD,2011-05-31,37.867,10.2,C.2011.50,CB325,4028
BJD,2011-05-29,53.697,12,C.2011.40,CB325,4030
BJD,2011-05-30,52.851,0.5,C.2011.44,CB325,4034
BJD,2011-05-29,42.984,2.7,C.2011.39,CB325,4036
BJD,2011-05-28,20.803,17.5,C.2011.36,CB325,4038
BJD,2011-05-31,55.473,NA,C.2011.54,CB325,4045
BJD,2011-05-29,49.141,4.9,C.2011.40,CB325,4050
BJD,2011-05-29,9.003,9.2,C.2011.37,CB325,4052
BJD,2011-05-29,6.041,1.7,C.2011.40,CB325,4053
BJD,2011-05-29,33.209,NA,C.2011.39,CB325,4054
BJD,2011-05-29,50.551,1,C.2011.42,CB325,4056
BJD,2011-05-29,60.847,8.5,C.2011.37,CB325,4063
BJD,2011-05-29,22.59,16.3,C.2011.42,CB325,4065
BJD,2011-05-30,22.254,NA,C.2011.43,CB325,4066
BJD,2011-05-29,28.087,6.5,C.2011.42,CB325,4067
BJD,2011-06-01,12.791,14.6,C.2011.55,CB325,4068
BJD,2011-05-28,40.301,5.3,C.2011.36,CB325,4069
BJD,2011-05-29,36.235,5.4,C.2011.40,CB325,4070
BJD,2011-06-01,47.849,4.1,C.2011.55,CB325,4071
BJD,2011-06-01,18.475,4.4,C.2011.55,CB325,4073
BJD,2011-05-29,12.941,NA,C.2011.37,CB325,4076
BJD,2011-05-31,18.324,3,C.2011.54,CB325,4078
BJD,2011-05-29,25.781,16.3,C.2011.37,CB325,4081
BJD,2011-05-29,60.572,2.9,C.2011.41,CB325,4082
BJD,2011-05-29,41.221,0.6,C.2011.41,CB325,4083
BJD,2011-05-28,31.82,3.3,C.2011.35,CB325,4086
BJD,2011-05-31,36.538,NA,C.2011.50,CB325,4088
BJD,2011-05-30,35.7,NA,C.2011.43,CB325,4090
BJD,2011-05-30,9.224,NA,C.2011.43,CB325,4103
BJD,2011-05-29,21.529,5.3,C.2011.42,CB325,4106
BJD,2011-05-31,58.284,2.9,C.2011.51,CB325,4114
BJD,2011-05-30,34.416,6.6,C.2011.44,CB325,4122
BJD,2011-05-31,34.466,16.8,C.2011.51,CB325,4125
BJD,2009-04-01,20.45,NA,C.LTGrid.2008.mixed,CB91,6859
BJD,2011-05-31,6.368,11.2,C.2011.52,CB325,6861
BJD,2009-04-09,21.797,NA,C.LTGrid.2008.8,CB91,6863
BJD,2009-04-01,8.698,NA,C.LTGrid.2008.mixed,CB91,6864
BJD,2009-04-01,24.249,NA,C.LTGrid.2008.mixed,CB91,6865
BJD,2009-04-05,210.731,NA,C.HighCVs.Field1,CB91,6866
BJD,2009-04-17,43.783,NA,C.LTGrid.2008.14,CB325,6867
BJD,2011-05-31,20.163,26.8,C.2011.52,CB325,6868
BJD,NA,76.875,NA,C.LTGrid.2008.14,CB325,6869
BJD,2009-04-01,66.762,NA,C.LTGrid.2008.mixed,CB91,6872
BJD,2009-04-17,132.876,NA,C.LTGrid.2008.14,CB325,6876
BJD,2009-04-01,117.725,NA,C.LTGrid.2008.mixed,CB91,6877
BJD,2009-03-31,214.574,NA,37e.LTGrid.2008.6,CB91,6880
BJD,2011-05-22,30.933,5.8,C.2011.7,CB325,74
BJD,2009-04-05,356.215,NA,C.LTGrid.2008.3,CB91,6882
BJD,2009-04-05,42.085,NA,C.LTGrid.2008.3,CB91,6883
BJD,2009-04-05,42.085,NA,C.LTGrid.2008.3,CB91,6884
BJD,2009-04-05,42.085,NA,C.LTGrid.2008.3,CB91,6899
BJD,2009-04-17,80.31,NA,C.LTGrid.2008.14,CB325,6885
BJD,2009-04-01,48.417,NA,C.LTGrid.2008.mixed,CB91,6886
BJD,2011-05-31,23.164,0.4,C.2011.52,CB325,6887
BJD,2009-04-05,39.593,NA,C.HighCVs.Field1,CB91,6889
BJD,2009-04-11,40.31,NA,C.LTGrid.2008.10,CB91,6890
BJD,2009-04-05,28.739,NA,C.LTGrid.2008.3,CB91,6891
BJD,2009-03-31,44.279,NA,37e.LTGrid.2008.6,CB91,6892
BJD,2009-04-05,45.528,NA,C.LTGrid.2008.4,CB91,6893
BJD,2009-04-11,161.594,NA,C.LTGrid.2008.11,CB91,6894
BJD,2009-04-11,161.594,NA,C.LTGrid.2008.11,CB91,6894
BJD,2009-04-17,18.612,NA,C.LTGrid.2008.14,CB325,6895
BJD,2011-06-01,21.936,1.9,C.2011.55,CB325,6898
BJD,2011-06-01,11.773,NA,C.2011.56,CB325,6884
BJD,2011-06-01,11.773,NA,C.2011.56,CB325,6899
BJD,2011-05-31,18.354,5.1,C.2011.52,CB325,6900
BJD,2011-05-15,26.457,6.5,C.2011.2,CB3210,6903
BJD,2011-05-15,26.457,6.5,C.2011.2,CB3210,6904
BJD,2009-04-17,18.612,NA,C.LTGrid.2008.14,CB325,6903
BJD,2009-04-17,18.612,NA,C.LTGrid.2008.14,CB325,6904
BJD,2009-04-05,45.759,NA,C.HighCVs.Field1,CB91,6905
BJD,2009-04-05,22.686,NA,C.LTGrid.2008.3,CB91,6906
BJD,2009-04-17,18.31,NA,C.LTGrid.2008.14,CB325,6907
BJD,2011-05-31,7.573,NA,C.2011.52,CB325,6908
BJD,2009-03-31,98.244,NA,37e.LTGrid.2008.6,CB91,6909
BJD,2009-04-11,32.935,NA,C.LTGrid.2008.11,CB91,6910
BJD,2009-03-31,50.829,NA,37e.LTGrid.2008.6,CB91,6911
BJD,2009-04-05,99.158,NA,C.LTGrid.2008.4,CB91,6912
BJD,2009-04-05,73.203,NA,C.HighCVs.Field1,CB91,6913
BJD,2009-04-05,73.203,NA,C.HighCVs.Field1,CB91,6914
BJD,2011-05-15,8.261,7.4,C.2011.2,CB3210,6916
BJD,2009-03-31,147.471,NA,37e.LTGrid.2008.6,CB91,6917
BJD,2011-05-31,13.095,38.9,C.2011.52,CB325,6918
BJD,2009-03-31,12.148,NA,37e.LTGrid.2008.6,CB91,6922
BJD,2009-03-31,74.763,NA,37e.LTGrid.2008.6,CB91,6923
BJD,2009-04-13,60.454,NA,C.LTGrid.2008.12,CB91,6924
BJD,2011-06-01,7.974,7.5,C.2011.56,CB325,6925
BJD,2009-04-05,29.307,NA,C.LTGrid.2008.3,CB91,6926
BJD,2011-06-01,8.884,NA,C.2011.55,CB325,6928
BJD,2009-04-01,11.345,NA,C.LTGrid.2008.mixed,CB91,6929
BJD,2009-04-05,68.305,NA,C.LTGrid.2008.3,CB91,6930
